title,production_date,runtime_minutes,director,average_rating,num_votes,approval_index,prod_budget,domestic_gross,worldwide_gross,action,adventure,animation,biography,comedy,crime,documentary,drama,family,fantasy,film-noir,history,horror,music,musical,mystery,news,romance,sci-fi,sport,thriller,war,western
Across the Universe,1189728000,133.0,910,7.3,111632.0,6.110843766647403,45000000,24343673,29367143,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Revolutionary Road,1230249600,119.0,1531,7.3,216104.0,6.4656250779158135,45000000,22951340,79604820,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Babylon A.D.,1219968000,90.0,1107,5.5,96650.0,4.51323800770302,45000000,22532572,70216497,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Richard Jewell,1576195200,131.0,276,7.5,89693.0,6.161130871398827,45000000,22345542,43092210,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Glimmer Man,844387200,91.0,807,5.4,20504.0,3.81276947783742,45000000,20404841,36404841,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UglyDolls,1556668800,87.0,939,5.1,7097.0,3.195522491575155,45000000,20150241,32630599,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multiplicity,837561600,117.0,609,6.1,33593.0,4.545681835599222,45000000,20133326,20133326,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
The Pledge,979862400,124.0,1556,6.8,61225.0,5.382750776592026,45000000,19719930,29406132,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Phantom,834105600,100.0,1584,5.0,34595.0,3.7130086915435183,45000000,17220599,17220599,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rebound,1120176000,86.0,1620,5.1,13242.0,3.4295633553434,45000000,16809014,17492014,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Ghost Writer,1266537600,128.0,1495,7.2,165897.0,6.235189443602856,45000000,15541549,65532491,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
All the Pretty Horses,977443200,116.0,147,5.8,15203.0,3.9773137287697424,45000000,15527125,18120267,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Nixon,819417600,192.0,1279,7.1,31552.0,5.279743508915557,45000000,13668249,34668249,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dredd,1346976000,95.0,1332,7.1,278898.0,6.418125736451596,45000000,13414714,41467606,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Rum Diary,1319760000,119.0,198,6.1,106000.0,5.061416812733728,45000000,13109815,21544732,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deep Rising,886118400,106.0,1611,6.1,38221.0,4.60360832526446,45000000,11203026,11203026,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Welcome to Marwen,1545350400,116.0,1479,6.2,24587.0,4.479993116269958,45000000,10763520,13086137,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnny English Reborn,1319155200,101.0,1278,6.3,133421.0,5.338330133693226,45000000,8406711,164640401,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miracle at St. Anna,1222387200,160.0,1591,6.1,18787.0,4.2848558581336045,45000000,7916887,9676497,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Big Trouble,1017964800,85.0,123,6.4,21067.0,4.5560057965699405,45000000,7262288,8488871,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Love in the Time of Cholera,1195171200,139.0,1215,6.4,23532.0,4.608110320544359,45000000,4617608,31077418,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Pinocchio,1040774400,108.0,1480,4.3,8448.0,2.728715397130596,45000000,3681811,31681811,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Shadow Conspiracy,854668800,103.0,563,4.9,5024.0,2.940498728278069,45000000,2154540,2154540,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Argo,1349913600,120.0,127,7.7,618743.0,7.423077594671625,44500000,136025503,227140757,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Fugitive,744595200,130.0,64,7.8,299205.0,7.10423022698249,44000000,183875760,353715317,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rambo: First Blood Part II,485568000,96.0,563,6.5,172259.0,5.6341708521138445,44000000,150415432,300400000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sleepers,845596800,147.0,122,7.5,226768.0,6.672956812514784,44000000,53300852,165600852,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Charlie St. Cloud,1280448000,100.0,203,6.4,63087.0,5.072470908767027,44000000,31206263,48478084,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Juror,823219200,118.0,184,5.7,19192.0,4.004181843254393,44000000,22730924,22730924,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Heaven's Gate,343440000,219.0,1150,6.7,15657.0,4.629444612069612,44000000,3484331,3484523,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Heat,1372377600,117.0,1309,6.6,174697.0,5.729703046319968,43000000,159581587,229727774,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finding Forrester,977184000,136.0,596,7.3,87079.0,5.977432870808933,43000000,51768623,80013623,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28 Days,955670400,103.0,139,6.1,51346.0,4.736097342460396,43000000,37035515,62063972,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sweetest Thing,1018569600,84.0,1488,5.1,59915.0,3.9959900567962183,43000000,24430272,63078756,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Last Night in Soho,1635292800,116.0,451,7.0,142892.0,5.981445812849194,43000000,10127625,22876948,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
A Monster Calls,1475798400,108.0,644,7.4,89731.0,6.077455360704449,43000000,3740823,46414530,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Mechanic,1296172800,93.0,1583,6.5,163062.0,5.607930565850038,42500000,29121498,76347393,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Firm,741398400,154.0,1660,6.8,138066.0,5.789591513968732,42000000,158340892,270340892,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Notting Hill,927849600,124.0,1489,7.2,318583.0,6.580853686425044,42000000,116089678,363718196,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Little Women,1577232000,135.0,591,7.8,210895.0,6.903503021056431,42000000,108095955,218838386,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Along Came Polly,1074211200,90.0,809,6.0,138380.0,5.093956660794433,42000000,88073507,173044410,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Boomerang,709948800,117.0,1401,5.6,30069.0,4.1166179771222415,42000000,70052444,131052444,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Cleopatra,-206928000,192.0,886,7.0,34475.0,5.249154139151583,42000000,57000000,71000000,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Snatched,1494547200,90.0,869,4.6,36120.0,3.4200213987362917,42000000,45852178,60129558,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here Comes the Boom,1349827200,105.0,503,6.4,92634.0,5.2533557064576,42000000,45290318,73239258,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
High Crimes,1017964800,115.0,208,6.3,44348.0,4.827786340943642,42000000,41543207,63781100,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Mirror Has Two Faces,848016000,126.0,120,6.6,20536.0,4.690104154421201,42000000,41267469,41267469,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Red Riding Hood,1299801600,100.0,217,5.4,113345.0,4.492088932128137,42000000,37662162,91678442,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
The Mothman Prophecies,1011916800,119.0,1080,6.4,81713.0,5.194286963971648,42000000,35228696,56438555,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Licence to Kill,616377600,133.0,806,6.6,106704.0,5.49030711447131,42000000,34667015,156167015,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Holmes & Watson,1545264000,90.0,479,3.9,37409.0,2.889583977712163,42000000,30568743,41926605,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
One for the Money,1327622400,91.0,909,5.3,43029.0,4.028772010745848,42000000,26414527,36197221,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 Minutes,984096000,120.0,810,6.1,50883.0,4.732031968285314,42000000,24375436,56331864,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lord of War,1126828800,122.0,72,7.6,322028.0,6.959794634429466,42000000,24149632,60437727,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hero,717984000,119.0,1604,6.5,22865.0,4.6684206878114205,42000000,19487173,66787173,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Man on a Ledge,1327622400,102.0,106,6.6,154353.0,5.66958103337638,42000000,18620000,49621440,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Warrior's Way,1291334400,100.0,1585,6.2,26664.0,4.516986546962871,42000000,5666340,8514325,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
McHale's Navy,861321600,108.0,202,4.5,6876.0,2.7935953985782285,42000000,4408420,4408420,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8 Mile,1036713600,110.0,293,7.2,295477.0,6.540968429455276,41000000,116724075,245768384,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Rocketman,1558483200,121.0,406,7.3,178291.0,6.362318143720449,41000000,96368160,192133784,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Medallion,1061510400,88.0,577,5.2,42314.0,3.9438593034409046,41000000,22108977,22108977,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Big Year,1318550400,102.0,345,6.2,46086.0,4.766598027503032,41000000,7204138,7684524,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sixth Sense,916358400,107.0,1044,8.2,998077.0,8.20212561039413,40000000,293506292,672806292,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Wedding Crashers,1121385600,119.0,341,7.0,360652.0,6.458269157595739,40000000,209218368,283218368,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Karate Kid,1276214400,140.0,603,6.2,188606.0,5.409404228815482,40000000,176591618,351774938,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fifty Shades of Grey,1423612800,125.0,1535,4.2,322910.0,3.7880714242341855,40000000,166167230,570794950,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Knives Out,1574812800,130.0,1405,7.9,698755.0,7.6899940298307055,40000000,165364060,312898746,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Proposal,1245369600,108.0,89,6.7,333566.0,6.137350172678367,40000000,163958031,314709717,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
American Hustle,1386806400,138.0,368,7.2,483412.0,6.801748277171012,40000000,150098456,257858943,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheaper by the Dozen,1072310400,98.0,1568,5.9,103989.0,4.882831856603211,40000000,138614544,190212113,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucy,1406246400,89.0,1031,6.4,503010.0,6.050063968674666,40000000,126573960,457507776,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Lone Survivor,1387929600,121.0,1334,7.5,291562.0,6.811641387200682,40000000,125095601,149804632,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Back to the Future Part II,627696000,108.0,1479,7.8,538977.0,7.441987213582058,40000000,118450002,331971868,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Double Jeopardy,938131200,105.0,194,6.5,89039.0,5.318569704333177,40000000,116735231,177835231,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A Time to Kill,838166400,149.0,779,7.5,164172.0,6.4947140706187785,40000000,108766007,152266007,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A League of Their Own,709948800,128.0,1329,7.3,111440.0,6.109919196267315,40000000,107533925,132440066,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Social Network,1285891200,120.0,344,7.8,710533.0,7.600576235727425,40000000,96962694,224922135,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julie & Julia,1249603200,123.0,1272,7.0,121856.0,5.899428446675903,40000000,94125426,131516178,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
He's Just Not That Into You,1233878400,129.0,942,6.4,175798.0,5.555039204429235,40000000,93953653,181053657,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ride Along 2,1452729600,102.0,1702,5.9,60090.0,4.6447571190242325,40000000,90862685,124827316,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scary Movie 4,1144972800,83.0,379,5.1,123469.0,4.267307235971649,40000000,90710620,178710620,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Get Hard,1427328000,100.0,479,6.0,139469.0,5.097417116997426,40000000,90411453,111711453,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scream 3,949622400,116.0,1796,5.6,146721.0,4.769686232392412,40000000,89138076,161838076,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Back to the Future Part III,643507200,118.0,1479,7.4,452725.0,6.958639832661266,40000000,88055283,244087259,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Accountant,1476144000,128.0,544,7.3,299922.0,6.64166582018607,40000000,86260045,152962083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Other Woman,1398211200,109.0,1246,6.0,143272.0,5.109293270966751,40000000,83911193,195111193,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Eight Below,1140134400,120.0,506,7.3,65863.0,5.82745414355922,40000000,81612565,120455994,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Talented Mr. Ripley,945993600,139.0,94,7.4,215629.0,6.554803120097975,40000000,81292135,128792130,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Intern,1443052800,121.0,1224,7.1,255995.0,6.373363655581724,40000000,75764672,197115710,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Last of the Mohicans,717379200,112.0,1170,7.7,173841.0,6.703842271570352,40000000,75505856,75505856,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ray,1099008000,152.0,1673,7.7,149953.0,6.62009853214496,40000000,75305995,124823094,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bridge of Spies,1444780800,142.0,1646,7.6,314552.0,6.9466602203584,40000000,72313754,162498338,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Vantage Point,1203638400,90.0,1332,6.6,151479.0,5.660454173136483,40000000,72266306,150886329,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I Love You, Man",1237507200,105.0,809,7.0,209211.0,6.177801523147066,40000000,72013010,92302502,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
JFK,693187200,189.0,1279,8.0,159162.0,6.918241622006246,40000000,70405498,205400000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Big Momma's House 2,1138320000,99.0,845,4.8,44442.0,3.64767334123388,40000000,70165972,137047376,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angel Has Fallen,1566432000,121.0,1406,6.4,100311.0,5.290846804960903,40000000,69030436,133345583,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Hacksaw Ridge,1478131200,139.0,1131,8.1,533954.0,7.727707752565816,40000000,67209615,169023926,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Mexican,983491200,123.0,578,6.1,109722.0,5.076905539102645,40000000,66808615,145238250,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Final Destination,1251417600,82.0,369,5.1,108486.0,4.218763725946671,40000000,66477700,187384627,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
The Conjuring: The Devil Made Me Do It,1615075200,112.0,1149,6.3,118990.0,5.285270602856804,40000000,65631050,200266441,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
17 Again,1239926400,102.0,203,6.4,204975.0,5.627344059797058,40000000,64167069,139474906,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown,1297987200,113.0,699,6.8,263594.0,6.113131516765954,40000000,63686397,136123083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Get Him to the Greek,1275609600,109.0,1245,6.3,180468.0,5.478334478504344,40000000,61153526,92994927,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gothika,1069372800,98.0,1107,5.8,114702.0,4.839680026037562,40000000,59588068,141484812,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Behind Enemy Lines,1007078400,106.0,826,6.4,107423.0,5.323101634112812,40000000,58855732,58855732,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Lincoln Lawyer,1300406400,118.0,171,7.3,241630.0,6.525590942268005,40000000,58009200,87145086,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Invincible,1156464000,105.0,474,7.0,72275.0,5.630398739771825,40000000,57806952,58501127,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Small Soldiers,900028800,108.0,768,6.2,101247.0,5.125624926452098,40000000,55143823,71743823,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spawn,870307200,96.0,1068,5.2,69344.0,4.132844331528397,40000000,54979992,87949859,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Horrible Bosses 2,1416960000,108.0,1552,6.3,175759.0,5.466079048713572,40000000,54445357,105945357,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Count of Monte Cristo,1011916800,131.0,964,7.7,140240.0,6.582160021212394,40000000,54228104,75389090,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Prestige,1161302400,130.0,267,8.5,1342184.0,8.692280784168494,40000000,53089891,104407366,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
The Lake House,1150416000,99.0,29,6.8,151737.0,5.836829309398345,40000000,52330111,114830111,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Predators,1278633600,107.0,1263,6.4,234509.0,5.6907273916095065,40000000,52000688,127234389,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Odd Life of Timothy Green,1344988800,105.0,1343,6.6,47428.0,5.09656389115697,40000000,51853450,55249159,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Living Daylights,554688000,130.0,806,6.7,100627.0,5.546585189151102,40000000,51185000,191199996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Apocalypto,1165536000,139.0,1131,7.8,316433.0,7.136357827607075,40000000,50866635,121032272,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Music and Lyrics,1171411200,104.0,1051,6.5,104326.0,5.3943446884966,40000000,50572589,146196885,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Legal Eagles,519436800,116.0,640,6.0,11273.0,3.986978249452752,40000000,49851591,49851591,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Secret Window,1079049600,96.0,352,6.5,199694.0,5.704848248613001,40000000,47958031,92110539,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
The Skeleton Key,1123804800,104.0,631,6.5,117298.0,5.450392807590223,40000000,47907715,92256918,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Jersey Boys,1403049600,134.0,276,6.8,35356.0,5.108036449157386,40000000,47047013,65282732,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Made of Honor,1209686400,101.0,1325,5.8,73132.0,4.64761853881592,40000000,46012734,106548738,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Rainmaker,880070400,135.0,499,7.2,77340.0,5.830914740531014,40000000,45916769,45916769,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Medicine Man,697420800,106.0,823,6.0,23832.0,4.317456424800196,40000000,44948240,44948240,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Amistad,881884800,155.0,1646,7.3,78723.0,5.923250193400818,40000000,44212592,58250151,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Final Destination 5,1313107200,92.0,1640,5.9,118649.0,4.940081974449005,40000000,42587643,155011165,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Widows,1541462400,129.0,1626,6.8,99514.0,5.625773045870992,40000000,42402632,75984700,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sex Tape,1405468800,94.0,656,5.1,114029.0,4.2374622126553945,40000000,38543473,126069509,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Scream 4,1302825600,111.0,1796,6.2,153026.0,5.314041741293611,40000000,38180928,95989590,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Autumn in New York,965952000,103.0,757,5.6,27107.0,4.073890316169938,40000000,37752931,90717684,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Paul,1300406400,104.0,584,6.9,255942.0,6.190013679387548,40000000,37412945,101162106,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Guilt Trip,1355875200,95.0,89,5.8,37872.0,4.366803504360529,40000000,37134215,41294674,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombiana,1314316800,108.0,1283,6.4,102932.0,5.302992330623512,40000000,36665854,72295262,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8MM,919987200,123.0,779,6.5,135349.0,5.518847298646686,40000000,36443442,96398826,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Commuter,1515628800,104.0,699,6.3,117968.0,5.281272227117457,40000000,36343858,118509836,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Hanging Up,950832000,94.0,408,4.8,12792.0,3.207859658457004,40000000,36037909,51867723,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Doors,667785600,140.0,1279,7.2,94406.0,5.936541510488444,40000000,34416893,34469241,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Spy Who Dumped Me,1533081600,117.0,1658,6.0,79104.0,4.847079800080446,40000000,33562069,78998245,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arthur,1302220800,110.0,697,5.7,52255.0,4.424248539786004,40000000,33035397,47787943,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Drillbit Taylor,1206057600,110.0,1635,5.7,61092.0,4.489774408518287,40000000,32862104,49686263,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patriots Day,1482278400,133.0,1334,7.3,105035.0,6.07812690219419,40000000,31886361,52837989,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Shadow,773020800,108.0,1518,6.0,25950.0,4.355042584452808,40000000,31835600,31835600,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transporter 3,1227657600,104.0,1283,6.0,169649.0,5.183892537467173,40000000,31715062,112930957,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Morning Glory,1289347200,107.0,1489,6.5,79973.0,5.2672139119669374,40000000,31011732,59795070,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Get Rich or Die Tryin',1131494400,117.0,751,5.4,48112.0,4.151635984224608,40000000,30981850,46666955,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
