title,production_date,runtime_minutes,director,average_rating,num_votes,approval_index,prod_budget,domestic_gross,worldwide_gross,action,adventure,animation,biography,comedy,crime,documentary,drama,family,fantasy,film-noir,history,horror,music,musical,mystery,news,romance,sci-fi,sport,thriller,war,western
Norm of the North,1452729600,88.0,1751,3.4,9583.0,2.161531651322321,18000000,17062499,30535660,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catch That Kid,1076025600,91.0,125,5.2,10612.0,3.414685915488191,18000000,16703799,16959614,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jobs,1376611200,128.0,894,6.0,99542.0,4.948532306076138,18000000,16131410,43402515,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Life as a House,1004054400,125.0,636,7.5,44557.0,5.775069390210889,18000000,15652637,23889158,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
And So It Goes,1404950400,94.0,1449,5.8,14444.0,3.955459032941112,18000000,15160801,17920013,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"I Love You, Beth Cooper",1247184000,102.0,234,5.3,36050.0,3.959763907360448,18000000,14800725,16382538,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Blow Out,364780800,108.0,182,7.4,55899.0,5.8197809026990575,18000000,13747234,13747988,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Tailor of Panama,985910400,109.0,789,6.1,30033.0,4.495405933369102,18000000,13491653,27491653,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Legend of the Lone Ranger,359337600,98.0,1801,4.9,2318.0,2.66163025548861,18000000,13400000,13400000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Getaway,1377820800,90.0,285,4.4,24571.0,3.140866317317098,18000000,10501938,11813989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Ice Storm,875232000,112.0,83,7.4,57456.0,5.834738705615625,18000000,8038061,16011975,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Being Julia,1097798400,104.0,639,7.0,12629.0,4.731945435320566,18000000,7739049,14451322,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Troop Beverly Hills,606528000,105.0,714,5.8,10689.0,3.826984347580416,18000000,7190505,7190505,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dragonslayer,362361600,108.0,1119,6.6,18545.0,4.640583483429634,18000000,6000000,6000000,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ed Wood,780883200,127.0,1693,7.8,178200.0,6.806829747257655,18000000,5828466,5828734,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RocknRolla,1223424000,114.0,598,7.2,255556.0,6.464076865526906,18000000,5700626,27794339,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Megaforce,393811200,99.0,600,3.6,3979.0,2.0636247251713105,18000000,5675599,5675599,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Hamlet,851472000,242.0,946,7.8,38679.0,5.9301562957735,18000000,4501094,7129670,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Restoration,820195200,117.0,1164,6.6,9612.0,4.321455906237784,18000000,4100000,4100000,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Midnight Special,1455753600,112.0,717,6.6,81692.0,5.360603271327004,18000000,3712282,7680250,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Miss Sloane,1480032000,132.0,820,7.5,76900.0,6.076214070739371,18000000,3500605,7768259,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metallica Through the Never,1380240000,93.0,1263,7.1,17795.0,4.980564490022578,18000000,3419967,9082906,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Anything Else,1063929600,108.0,1816,6.3,31600.0,4.670693494872598,18000000,3203044,13203044,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Unforgettable,825033600,117.0,798,6.0,5602.0,3.678277679059418,18000000,2483790,2483790,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
8 Million Ways to Die,514771200,115.0,599,5.7,5442.0,3.475620018042877,18000000,1305114,1305114,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phantom,1362096000,98.0,1717,5.9,14783.0,4.035999938895064,18000000,1034589,1199510,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Phantom,1362096000,76.0,875,7.5,1189.0,3.775487708880058,18000000,1034589,1199510,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Salton Sea,1019779200,103.0,296,7.0,31249.0,5.198554386299042,18000000,676698,676698,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
One Man's Hero,938131200,121.0,989,6.0,1291.0,3.030357758648208,18000000,229311,229311,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Renaissance,1158883200,105.0,257,6.6,16191.0,4.5746664589879575,18000000,70644,2401413,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Red Sonja,488764800,89.0,1417,5.1,42696.0,3.868852993000475,17900000,6905861,6908640,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Lights,1342137600,114.0,1484,6.2,62728.0,4.907233291296272,17700000,49521,14518884,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Superbad,1187308800,113.0,584,7.6,588103.0,7.2965628196677725,17500000,121463226,169955142,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Rwanda,1103673600,121.0,1681,8.1,358448.0,7.490202824702049,17500000,23519128,36520451,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Beerfest,1156464000,110.0,700,6.2,69377.0,4.953190827027417,17500000,19185184,20159316,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Nativity,1385510400,93.0,929,4.8,2288.0,2.6000203800712307,17500000,7018188,7454184,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A Quiet Place,1522800000,90.0,813,7.5,537352.0,7.149020380780534,17000000,188024361,334876670,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Smile,1664323200,115.0,1295,6.6,100127.0,5.4594138762816335,17000000,105935048,216049734,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Smile,1664323200,115.0,952,6.4,57.0,1.7719656226489158,17000000,105935048,216049734,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Others,997401600,101.0,30,7.6,371574.0,7.039817300954969,17000000,96522687,207765056,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Aliens,522028800,137.0,664,8.4,723110.0,8.206220574167801,17000000,85160248,183294899,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
I Know What You Did Last Summer,877046400,101.0,746,5.8,149461.0,4.95263608867096,17000000,72250091,125250091,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
My Fair Lady,-163900800,170.0,555,7.8,97006.0,6.457830486934708,17000000,72000000,72072607,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sideways,1098403200,127.0,41,7.5,194048.0,6.58697221701145,17000000,71502303,109726800,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Best Man Holiday,1384473600,123.0,1047,6.6,16284.0,4.57744770722253,17000000,70525195,72835710,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Friday the 13th,1234483200,97.0,1061,5.5,110257.0,4.566539331954125,17000000,65002019,92670237,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Pitch Perfect,1348790400,112.0,695,7.1,310420.0,6.474062578528095,17000000,65001093,116044347,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Evil Dead,1364947200,91.0,486,6.5,176183.0,5.644942721011352,17000000,54239856,99041947,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Saw 3D,1288310400,90.0,959,5.5,100572.0,4.529334565749718,17000000,45710178,133735284,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"McFarland, USA",1424390400,129.0,1260,7.4,39739.0,5.634005305570414,17000000,44480275,45707924,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Harriet,1572566400,125.0,929,6.7,27940.0,4.914934118091503,17000000,43082155,44035587,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Almost Christmas,1478822400,111.0,342,6.1,7271.0,3.85881521201894,17000000,42065185,42493506,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Hills Have Eyes,1141948800,107.0,43,6.4,174292.0,5.550987957077815,17000000,41778863,70355813,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Crawl,1562803200,87.0,43,6.1,86366.0,4.969480712345604,17000000,39014193,91720490,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40 Days and 40 Nights,1014940800,96.0,1167,5.6,74224.0,4.488916778197407,17000000,37939782,95092667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A Night at the Roxbury,907286400,82.0,803,6.2,61771.0,4.9002202376799495,17000000,30331165,30331165,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Beastly,1299196800,86.0,316,5.5,78344.0,4.428264104029665,17000000,27865571,38028230,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Tron,395020800,96.0,1639,6.7,123587.0,5.647899262619673,17000000,26918576,26919100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Lottery Ticket,1282262400,99.0,475,5.0,11240.0,3.2994319159012564,17000000,24719879,24719879,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dickie Roberts: Former Child Star,1062720000,98.0,1536,5.5,14963.0,3.758332754421772,17000000,22734486,23734486,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATL,1143763200,105.0,246,6.1,11809.0,4.0764728290616565,17000000,21170563,21170563,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summer Catch,998611200,104.0,1189,5.0,16213.0,3.4341974149975263,17000000,19693891,19693891,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A Simple Plan,913334400,121.0,1534,7.5,71907.0,6.039169602008463,17000000,16316273,16316273,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Larry the Cable Guy: Health Inspector,1143158400,89.0,1750,3.4,13195.0,2.2415431521665594,17000000,15680099,15680099,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Superman IV: The Quest for Peace,554083200,90.0,1575,3.7,49693.0,2.811939581239593,17000000,14522355,36700000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
They,1038355200,89.0,1463,4.8,13168.0,3.2180906000874323,17000000,12840842,16140842,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
The Adventures of Elmo in Grouchland,938736000,73.0,533,5.8,3487.0,3.348966515993428,17000000,11634458,11634458,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Life in Ruins,1244160000,98.0,425,5.9,20138.0,4.170191437261883,17000000,8677425,20477425,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
American Dreamz,1145577600,107.0,1326,5.5,24919.0,3.9647311670076335,17000000,7314027,16510971,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Running Scared,1140739200,122.0,1791,7.3,100929.0,6.056709397453548,17000000,6855137,9729088,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Apparition,1345680000,83.0,1714,4.1,20176.0,2.858279349296549,17000000,4936819,10637281,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Bobby Jones: Stroke of Genius,1083283200,123.0,1506,6.6,3959.0,3.890722446772724,17000000,2694071,2694071,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Shanghai Surprise,525657600,97.0,747,3.2,5557.0,1.898329060087438,17000000,2315000,2315000,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roar,347155200,95.0,1271,6.1,4147.0,3.606805584055449,17000000,2110050,2110050,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Veronica Guerin,1057881600,98.0,779,6.8,20877.0,4.844462768861744,17000000,1569918,9438074,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genius,1465516800,104.0,1162,6.5,20090.0,4.606543761738958,17000000,1361045,7265283,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nancy Drew and the Hidden Staircase,1552608000,89.0,935,5.7,5020.0,3.4417692026065088,17000000,623088,624549,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Young Messiah,1457568000,111.0,294,5.7,3693.0,3.313023998937315,16800000,6469813,7313697,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
My Girl,691200000,102.0,624,6.9,83162.0,5.619313253030517,16500000,58011485,58011485,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wall Street,566179200,126.0,1279,7.3,158082.0,6.297703531140248,16500000,43848100,43848100,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sense and Sensibility,818640000,136.0,83,7.7,118227.0,6.485426039062681,16500000,42993774,134993774,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Illusionist,1155859200,110.0,1233,7.6,376193.0,7.046725448808946,16500000,39868642,83792062,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Becoming Jane,1186099200,120.0,907,7.0,62767.0,5.557754969854281,16500000,18663911,39380831,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
House of Sand and Fog,1071792000,126.0,1763,7.5,69746.0,6.022331823603936,16500000,13005485,16154786,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sydney White,1190332800,108.0,770,6.2,49280.0,4.797165275409659,16500000,11892415,13636339,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dead Poets Society,612748800,128.0,1362,8.1,497717.0,7.685824965853082,16400000,95860116,239500000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Road Trip,958694400,93.0,1716,6.5,171649.0,5.632474319512481,16000000,68525609,119739110,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Verdict,408153600,129.0,1576,7.7,41852.0,5.8971051927317895,16000000,53977250,53977250,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Varsity Blues,916358400,106.0,190,6.5,46942.0,5.012419978335468,16000000,52894169,54294169,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Moonrise Kingdom,1337126400,94.0,1794,7.8,353443.0,7.199835732495652,16000000,45512466,68848446,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Artist,1318377600,100.0,1197,7.9,243039.0,7.0761556520321145,16000000,44667095,128100584,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Artist,1318377600,100.0,1656,8.2,10.0,1.2573570861196848,16000000,44667095,128100584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Unborn,1231459200,88.0,370,4.7,52149.0,3.624234533635736,16000000,42670410,78208812,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
The Master of Disguise,1028246400,80.0,1330,3.3,25809.0,2.334627581230007,16000000,40363530,40363530,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Texas Chainsaw Massacre: The Beginning,1160092800,91.0,870,5.8,74267.0,4.654190556793574,16000000,39517763,50517763,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
The Roommate,1296777600,94.0,254,4.8,39629.0,3.607192748305444,16000000,37300107,52545707,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
The Killing Fields,468201600,141.0,1494,7.8,56441.0,6.147027166218479,16000000,34609720,34609720,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
See Spot Run,983491200,94.0,845,5.3,9439.0,3.4372114085800325,16000000,33357476,43057552,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Double Impact,681696000,110.0,1570,5.6,41807.0,4.2524071963271295,16000000,29090445,29090445,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baby Boy,993600000,130.0,836,6.4,15312.0,4.40576144508793,16000000,28734552,28734552,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Nobody,1616112000,92.0,633,7.4,259618.0,6.655882403446385,16000000,27568035,57512470,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Dirt,986947200,91.0,393,6.0,57939.0,4.709624135623405,16000000,27087695,30987695,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Women,1221177600,114.0,407,5.0,22277.0,3.551086674867709,16000000,26902075,50103808,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hot Fuzz,1171584000,121.0,451,7.8,510524.0,7.410862376439132,16000000,23618786,80976736,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vicky Cristina Barcelona,1218758400,96.0,1816,7.1,258891.0,6.379240054143654,16000000,23216709,104504817,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Stuber,1562803200,93.0,1159,6.2,48553.0,4.7903855896538,16000000,22370452,29634023,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boys and Girls,961113600,94.0,1464,5.4,17099.0,3.740618791670486,16000000,21799652,21799652,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Remember Me,1268352000,113.0,53,7.1,149520.0,6.092463717597601,16000000,19068240,56506120,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
White Oleander,1034294400,109.0,1350,7.1,32946.0,5.302327638266881,16000000,16357770,21657770,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jennifer's Body,1253232000,102.0,928,5.4,138440.0,4.571550336815308,16000000,16204793,31943401,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Drowning Mona,952041600,96.0,1247,5.7,14927.0,3.8987829654675,16000000,15427192,15980376,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Radio Days,538963200,88.0,1816,7.4,34526.0,5.5574437190223165,16000000,14792779,14792779,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How to Deal,1058486400,101.0,272,5.6,9785.0,3.654065526583659,16000000,14108518,14125516,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Left Behind,1412294400,110.0,1765,3.1,40532.0,2.2880947676783743,16000000,14019924,20769209,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Soul Plane,1085702400,86.0,743,4.5,23581.0,3.2016295691767747,16000000,13922211,14553807,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Stepmother Is an Alien,597628800,105.0,1410,5.4,26880.0,3.920344925805379,16000000,13854000,13854000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
People Like Us,1340928000,114.0,39,7.0,43484.0,5.3687217961159845,16000000,12431792,12617472,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Thirteenth Floor,927849600,100.0,881,7.0,73479.0,5.638907666115982,16000000,11810854,11810854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
The Cookout,1094169600,97.0,991,3.8,3073.0,2.113356150794566,16000000,11540112,11540112,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meteor,309139200,108.0,1501,5.0,7495.0,3.1503530556334898,16000000,8400000,8400000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Highlander,510537600,116.0,1518,7.1,138414.0,6.052145676706234,16000000,5900000,12900000,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bleed for This,1479427200,117.0,132,6.8,28152.0,4.994040810323013,16000000,5083906,7171320,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hollywood Ending,1020384000,112.0,1816,6.5,27330.0,4.753727678649372,16000000,4839383,14839383,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Duets,968976000,112.0,197,6.1,9742.0,3.9901151875450607,16000000,4734235,6615452,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Detroit Rock City,934502400,95.0,6,6.8,39927.0,5.1688665596825,16000000,4217115,5825314,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Things We Lost in the Fire,1192752000,118.0,1659,7.1,29100.0,5.237483333391101,16000000,3287315,8120148,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Homesman,1401840000,122.0,1738,6.6,33821.0,4.932369018812551,16000000,2429989,8217571,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Trance,1364342400,101.0,322,6.9,115098.0,5.78430207176532,16000000,2322593,22594052,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Steel,871603200,97.0,947,2.9,14290.0,1.9095279647372485,16000000,1686429,1686429,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The White Countess,1135123200,135.0,675,6.5,6768.0,4.086212755306068,16000000,1669971,2814566,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Good,1230681600,92.0,1766,6.2,7532.0,3.940323097601616,16000000,31631,31631,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Vamps,1351814400,92.0,56,5.2,10414.0,3.407480059922276,16000000,3361,94812,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Second Act,1544140800,103.0,1358,5.8,28360.0,4.243377773698219,15700000,39282227,63288854,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Juwanna Mann,1024617600,91.0,739,4.7,6806.0,2.920075822567654,15600000,13571817,13771817,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ararat,1037318400,115.0,110,6.3,14584.0,4.312282552343759,15500000,1693000,1757694,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Far from the Madding Crowd,1430438400,119.0,1690,7.1,50503.0,5.525470348214638,15495600,12236500,29729450,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Slither,1143763200,95.0,674,6.5,83951.0,5.290429607948114,15250000,7802450,12930343,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Home Alone,658713600,103.0,234,7.7,597248.0,7.403046536299191,15000000,285761243,476680911,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beverly Hills Cop,471052800,105.0,1094,7.3,188399.0,6.391936428523399,15000000,234760478,316300000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Top Gun,516585600,109.0,1748,6.9,458633.0,6.486136254718595,15000000,180470489,357469522,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tootsie,408931200,116.0,1660,7.4,109004.0,6.183389169954307,15000000,177200000,177200262,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
American Beauty,937353600,122.0,1531,8.4,1160733.0,8.498700955810737,15000000,130058047,356258047,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crouching Tiger, Hidden Dragon",976233600,120.0,83,7.9,271862.0,7.141297131489691,15000000,128440019,213886883,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Twins,597628800,107.0,640,6.1,128319.0,5.147175178630848,15000000,111936388,216600000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scream,851040000,111.0,1796,7.4,348866.0,6.816756314650977,15000000,103046663,173046640,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Annabelle: Creation,1501632000,109.0,343,6.5,137820.0,5.527499515106379,15000000,102092201,305384865,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Jackass Presents: Bad Grandpa,1382486400,92.0,719,6.5,96102.0,5.35507632373214,15000000,102003019,160903019,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
